clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0012,EN-Alto-1,pharyngeal,control,romeo save me they're trying to tell me how to feel <AP> this love is difficult <AP> but it's real don't be afraid we'll <AP>,romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid
EN-Alto-1__pharyngeal__control__0013,EN-Alto-1,pharyngeal,control,make it out of this mess it's a love story baby just say yes <SP>,make it out of this mess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0017,EN-Alto-1,pharyngeal,control,for you but you never come is this <AP> in my head i don't know <AP> what to think he knelt to the ground and pulled out a ring and said <AP>,for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out a ring and said
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0015,EN-Alto-1,pharyngeal,control,my faith in you was <AP> fading <AP> when i met you on the outskirts of town <AP>,my faith in you fading when i met you on the outskirts of town
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0016,EN-Alto-1,pharyngeal,control,and i said romeo save me i've been feeling so alone i keep waiting <AP>,and i said romeo save me i've been feeling so alone i keep waiting
EN-Alto-1__pharyngeal__control__0014,EN-Alto-1,pharyngeal,control,<AP> i got tired of waiting <AP> wondering if you were ever coming around <AP>,and i got tired waiting wonder if you're forever coming around
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__pharyngeal__control__0006,EN-Alto-1,pharyngeal,control,waiting all there's left to do is run you'll <AP> be the prince and <AP> i'll be the princess it's a love story baby just say yes <SP>,waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0001,EN-Alto-1,pharyngeal,control,on a balcony in summer air <SP> see the lights see the party the ball gowns <AP>,on a balcony in summer air see the lights see the party the ball gowns
EN-Alto-1__pharyngeal__control__0012,EN-Alto-1,pharyngeal,control,romeo save me they're trying to tell me how to feel <AP> this love is difficult <AP> but it's real don't be afraid we'll <AP>,romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid
EN-Alto-1__pharyngeal__control__0013,EN-Alto-1,pharyngeal,control,make it out of this mess it's a love story baby just say yes <SP>,make it out of this mess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0009,EN-Alto-1,pharyngeal,control,but you were everything to me i was begging you please don't <AP> go <AP>,but you were everything to me i was begging you please don't go
EN-Alto-1__pharyngeal__control__0000,EN-Alto-1,pharyngeal,control,<AP> we were both young when i first saw you <AP> i close my eyes and the flashback starts i'm standing there <SP>,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there
EN-Alto-1__pharyngeal__control__0007,EN-Alto-1,pharyngeal,control,<SP> so i sneak out to the garden to see you <AP> we keep quiet cause we're dead if they knew so close your eyes <AP>,so i sneak out to the garden to see you we keep it quiet 'cause we're dead if they knew so close your eyes
EN-Alto-1__pharyngeal__control__0011,EN-Alto-1,pharyngeal,control,and <AP> i'll be the princess it's a love story baby just say yes <AP>,and i'll be the princess it's a love story baby just say yes
EN-Alto-1__pharyngeal__control__0004,EN-Alto-1,pharyngeal,control,and i was crying on the staircase <AP> begging you please don't go <SP>,and i was crying on the staircase begging you please don't go
EN-Alto-1__pharyngeal__control__0008,EN-Alto-1,pharyngeal,control,escape this town for a little while oh <AP> oh <AP> cause you were romeo i was a scarlet letter and my daddy said stay away from juliet <AP>,escape this town for a little while oh oh oh cause you were romeo i was a scarlet letter and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0003,EN-Alto-1,pharyngeal,control,that you were romeo you were throwing pebbles and my daddy said stay away from juliet <AP>,that you were romeo you were throwing pebbles and my daddy said stay away from juliet
EN-Alto-1__pharyngeal__control__0014,EN-Alto-1,pharyngeal,control,<AP> i got tired of waiting <AP> wondering if you were ever coming around <AP>,and i got tired waiting wonder if you're forever coming around
EN-Alto-1__pharyngeal__control__0002,EN-Alto-1,pharyngeal,control,see you make your way through the crowd and say hello <SP> little did i know <SP>,see you make your way through the crowd and say hello little did i know
EN-Alto-1__pharyngeal__control__0010,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone <AP> i'll be waiting all there's left to do is run you'll be the prince <AP>,and i said romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince
EN-Alto-1__pharyngeal__control__0005,EN-Alto-1,pharyngeal,control,and i said <AP> romeo take me somewhere we can be alone i'll be <AP>,and i said romeo take me somewhere we can be alone i'll be
EN-Alto-1__mixed_voice__control__0006,EN-Alto-1,mixed_voice,control,<SP> goodbye papa please pray for me <AP> was the black sheep of the family <SP>,goodbye papa please pray for me i was the black sheep of the family
