clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis,wer,per
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,what the river knows,where the river knows,0.25,0.16666666666666666
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song <AP> all magic flows <AP>,in her soul or magic flow,0.5714285714285714,0.3333333333333333
EN-Alto-1__breathy__control__0011,EN-Alto-1,breathy,control,there's a mother <AP> full of memory <AP>,there's a mother full of memories,0.16666666666666666,0.05263157894736842
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,but can <AP> you brave what you most fear <SP> can you face <AP>,but can you break what you must fear can you face,0.18181818181818182,0.0625
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,<SP> where the north wind meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,come my darling homeward bound <AP> when all is lost <SP>,come my darling homeward bound when all is lost,0.0,0.0
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,then all is found <SP>,that not is found,0.5,0.36363636363636365
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,what the river knows,where the river knows,0.25,0.16666666666666666
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song <AP> all magic flows <AP>,in her soul or magic flow,0.5714285714285714,0.3333333333333333
EN-Alto-1__breathy__control__0011,EN-Alto-1,breathy,control,there's a mother <AP> full of memory <AP>,there's a mother full of memories,0.16666666666666666,0.05263157894736842
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,but can <AP> you brave what you most fear <SP> can you face <AP>,but can you break what you must fear can you face,0.18181818181818182,0.0625
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,<SP> where the north wind meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song <AP> all magic flows <AP>,in her soul or magic flow,0.5714285714285714,0.3333333333333333
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,but can <AP> you brave what you most fear <SP> can you face <AP>,but can you break what you must fear can you face,0.18181818181818182,0.0625
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,what the river knows,where the river knows,0.25,0.16666666666666666
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song <AP> all magic flows <AP>,in her soul or magic flow,0.5714285714285714,0.3333333333333333
EN-Alto-1__breathy__control__0011,EN-Alto-1,breathy,control,there's a mother <AP> full of memory <AP>,there's a mother full of memories,0.16666666666666666,0.05263157894736842
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0008,EN-Alto-1,breathy,control,but can <AP> you brave what you most fear <SP> can you face <AP>,but can you break what you must fear can you face,0.18181818181818182,0.0625
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0010,EN-Alto-1,breathy,control,<SP> where the north wind meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0004,EN-Alto-1,breathy,control,lay the answers <AP> and a path for you <AP> dive down deep into her sound <AP>,like the answers and i'll pass for you dive down deep into your sound,0.2857142857142857,0.2
EN-Alto-1__breathy__control__0003,EN-Alto-1,breathy,control,<SP> in her waters <SP> deep and true <AP>,in her words deep and true,0.16666666666666666,0.16666666666666666
EN-Alto-1__breathy__control__0002,EN-Alto-1,breathy,control,for in this river <SP> all is found <SP>,for in this river all this time,0.2857142857142857,0.3
EN-Alto-1__breathy__control__0005,EN-Alto-1,breathy,control,but not too far <AP> or you'll be drowned <SP>,but not too far or you'll be drowned,0.0,0.0
EN-Alto-1__breathy__control__0006,EN-Alto-1,breathy,control,<SP> yes she will sing to those who hear <AP>,yes she will sing to those who hear,0.0,0.0
EN-Alto-1__breathy__control__0001,EN-Alto-1,breathy,control,there's a river <SP> full of memory <SP> sleep my darling safe and sound <SP>,there's a river full of memories sleep my darling safe and sound,0.08333333333333333,0.024390243902439025
EN-Alto-1__breathy__control__0012,EN-Alto-1,breathy,control,come my darling homeward bound <AP> when all is lost <SP>,come my darling homeward bound when all is lost,0.0,0.0
EN-Alto-1__breathy__control__0013,EN-Alto-1,breathy,control,then all is found <SP>,that not is found,0.5,0.36363636363636365
EN-Alto-1__breathy__control__0009,EN-Alto-1,breathy,control,what the river knows,where the river knows,0.25,0.16666666666666666
EN-Alto-1__breathy__control__0000,EN-Alto-1,breathy,control,<SP> where the north wind <SP> meets the sea <AP>,where the north wind meets the sea,0.0,0.0
EN-Alto-1__breathy__control__0007,EN-Alto-1,breathy,control,and in her song <AP> all magic flows <AP>,in her soul or magic flow,0.5714285714285714,0.3333333333333333
EN-Alto-1__breathy__control__0017,EN-Alto-1,breathy,control,listen to me <AP> who says you don't pass the test <AP> who says you can't be the best <AP> who said who <AP> said <AP> would you tell me who said that <SP>,listen to me who says you don't pass the test who says you can't be the best who says who says would you tell me who said that,0.07142857142857142,0.02631578947368421
